"","x"
"348","【天价改装458Italia流拍 轮圈价值百万美金】迈阿密改装品牌Latitude Wheels的一台改装法拉利458 Italia几周前被放到eBay拍卖，拍价近130万美元。而一台原厂458售价不过23万美金而已。Latitude称将车拍到如此高价是因此车轮圈就价值100万美元，但还是最终流拍了。"
"349","【仅售￥503.63 印度eBay网站现身“Lumia 920”】在eBay网站上发现了仅售4450卢布（折 合人民币503.63）的“Lumia 920”。这款型号为Lamia Model R920在界面上也采用了WP系统的方块设计，但是你别指望能够实现动态磁贴功能。"
"350","#电商名人堂#百姓网创始人王建硕，是著名的IT评论者、专栏作家。现任百姓网CEO兼总经理。2005年加入eBay，负责全权运作中国的分类广告网站。2005年3月1日，eBay在全球80个城市推出了线上分类信息站点，“百姓网”（原客齐集）作为其中之一在中中亮相，王建硕出任该项目的负责人."
"351","eBay s上卖岳母了：Cooks, cleans and washes cloths. Comes with pet dog sale is for 1 week only. She will cook clean and wash your clothes for 7 days. Purchaser must provide accommodation and supplies for meals. has a bad foot and is only available to a single story home in sydney"
"352","【SAP副总裁偷数千美元乐高积木】SAP整合和认证中心副总裁Thomas Langenbach因从商店内偷走了价值数千美元的乐高积木，被判关押一个月，软禁5个月，缓刑3年。为了能够低价拿到钟爱的乐高积木，他将自制的商品条码贴在了先前条码上，并成功地混过了收银台的检查，且通过ebay出售乐高积木赚得3万美元。"
"353","客观讲传说中那白衣胜雪的八十年代更多外围皮相上完成国人开眼看世界的新思潮启蒙，人们所看所闻无非最大路货的国外流行品，真正对西方尖儿货探囊取物搭桥者正是97年前后伊始的互联网民用化，人们扎堆在各论坛聊天室或自建站点，想想10年前半夜在ebay与yahoo与老外血拼一本书或一张CD的情形都热血不已"
"354","其实ebay上所有卖家各种周边都是这个价~浴巾T恤什么的估计3倍都有了//@哇係RINA: 看了一下價錢 真的是太扯了......白金那個是發生了什麼慘案啊！！！！！台幣比日幣原價貴......太扯了這群人......"
"355","【SAP副总裁偷走数千美元乐高积木】SAP整合和认证中心副总裁Thomas Langenbach从商店内偷走了价值数千美元的——乐高积木。为了能够低价拿到钟爱的乐高积木，他将自制的商品条码贴在了先前条码上，并成功地混过了收银台的检查。他通过在ebay上出售乐高积木赚得了30000美元。"
"356","尼玛ebay mobile出问题了，发不了message好不容易找到双吃豆人细节图太少想要点都没法要，不敢下手啊"
"357","#科技前沿#【2015年-五个人的eBay故事（配中字）】唱片店老板Garret、收藏家Dimitri、精心准备约会的Annie……2015年，来自全球各地的五个人，背景不同、年龄各异，但他们拥有一个共同的世界：eBay。视频展现了eBay对线上线下商务的完美融合，以及全球化贸易的未来愿景。http://t.cn/zQ0gxi3"
"358","【二手iPhone 4价格上涨10% S3暴跌】投资公司Piper Jaffray自3月中旬以来一直在监测苹果和三星受欢迎的智能手机二手销售情况。数据显示自4月以来，二手iPhone 4在eBay上的售价上涨了10%，4S下降了11.85%，iPhone 5只下降了3.75%。而二手三星Galaxy S3售价暴跌27.32%，Note II的售价竟暴跌了35.54%。"
"359","发表了博文 《paypal是什么以及优势》 - PayPal是eBay旗下的一家公司，致力于让个人或企业通过电子邮件，安全、简单、便捷地实现在线付款和收款。PayPal账户是PayPal公司推出的最安 http://t.cn/zQ0d9ei"
"360","#创业志#【“现实版钢铁侠”伊隆·马斯克】1995年，创办公司Zip2，3亿美元卖给康柏公司；1998年创立PayPal，15亿卖给ebay；2002年创办航天公司SpaceX，成功发射史上第一艘私人公司飞船；2003年创办特斯拉，如今市值超过100亿美元；他还是去年上市的太阳能公司solarcity的创始人…http://t.cn/zQ0aQeh"
"361","右边的右边是曾经的同事？！//@yan10研食: //@-绯红-: ebay做到了 //@管理大师智慧:转发微博"
"362","《eBay的早期信号检测系统运行基于SAP HANA的机器学习与预测分析》 看看eBay如何利用基于SAP HANA的预测分析来增强他们的早期信号检测系统，从而让他们的市场人员获得虚拟经济方面... （分享自 @土豆科技） http://t.cn/zQ0uDxl"
"363","//@韩博惟hudson: 爽吧 抡起来能感觉到他的存在是吧，ebay买的吗？卖多少钱？ //@阿浆:刚买了一条韩老师这样的绳！很带劲！ //@泰拳刚猛GANGSTA: 我跳绳弱爆了，真的弱爆了，摔！！"
"364","@Emma_yangyoung @坎特伯雷主教 @EDISONQI @L歪歪不要缺木 @Kheer 我会告诉你们差一个就集齐的时候老麦换上蓝精灵？然后在ebay上淘了一个这种事我会乱说？"
"365","【阿里巴巴改变中国经济9个惊人事实】①2012年，淘宝网和天猫实现了11,000亿元人民币交易额，高于亚马逊和eBay交易量总和。②直接为24,000人提供岗位；③2012年，淘宝天猫双十一当天，阿里巴巴用13个小时38分钟贡献100亿GDP，超越了11年美国电子商务行业最高记录；④⑤...@电商宝 微信：dianshangplus"
"366","#杂志选摘#eBay，谷歌，Groupon、雅虎……为什么这些强大的互联网巨头在中国市场如此艰难？《斯隆管理评论》总结了四大失败因素：1）没有为中国消费者改进商业模式，2）执意要统一全球平台标准（eBay兼具这两点）；3）忽视竞争者（Groupon）；4）挑战中国官方（Google）。http://t.cn/zQpwxth"
"367","【《速度与激情2》三菱Evo 24.6万元起拍】曾在《速度与激情2》中出镜的绿色三菱Evo，里程数仅有884英里(约1358公里)。目前该车已在eBay拍卖起价3.9995万美元(约合人民币24.6万元)。"
"368","【黑莓Z10在eBay网站最高拍卖价达1775美元】2月2日消息，据国外媒体报道，黑莓公司的Z10智能手机目前在eBay网站的最高拍卖价格已达到1775美元，这也表明这款设备在美国市场的初期需求非常旺盛。按照计划，Z10将于今年3月在美国市场发售。"
"369","在eBay上买了一把车锁..看上去还不错..今天到家收到以后..我和小伙伴都惊呆了"
"370","ebay上面的东西真这么便宜？？iPhone耳机5美元，邮费3美元，总共不到60块，苹果官网买200多。。"
"371","//@-绯红-: ebay做到了 //@管理大师智慧:转发微博"
"372","#大数据# 【EMC大数据案例】烈日炎炎，发点大数字提神儿。①NYSE泛欧交易所用EMC软件每天处理交易20亿笔。②美联社用EMC访问的高清视频，两年内数据量将增长2.5PB。③LinkedIn用户在EMC平台搜索2012年超过53亿次。④eBay每天5亿对象文件在EMC架构上存储和处理。⑤谁能找出更多？ http://t.cn/zQ0QCXM"
"373","ebay做到了 //@管理大师智慧:转发微博"
"374","【第三方支付将添外资新丁 eBay难成第一家】7月1日讯，内有商业银行，外有支付公司获牌在即，第三方支付公司将面临更多挑战。据接近监管层人士透露，央行将在“不久后公布获得支付业务许可证的外资公司，最快会在7月内”，但有望拔得头筹的应该不是近期备受关注的eBay。"
"375","在ebay上买了教科书。。。。。。老美给我包了3层|||||||||||"
"376","IDA2012年年报显示其1033家客户公司雇员数已达152785人，其中2012全年新创造的就业机会达12722个，同时2012年爱尔兰客户的失业率达十年来最低。2013年上半年，包括Ebay, EMC, McAfee, Pfizer, Sanofi, Facebook在内的大量跨国企业已宣布将会继续加大在爱投资，创造更多就业机会。http://t.cn/zQawsCq"
"377","@非洲可乐乐 这这这！这得换人了吧 //@法兰小妞的浮世绘: @柳字辈的羽 @非洲可乐乐 @微笑的Jessica小姐 //@闷骚黄胖胖: @话痨杨小悦 //@来去之间:尽管他的收入和乐高积木已经够他用一生的了，但Langenbach同学还不知足——他还在网上卖这些偷来的东西。他通过在ebay上出售乐高积木赚得了30000"
"378","太可愛了吧~~~ebay賣好貴"
"379","【《速度与激情2》三菱Evo 24.6万元起拍】曾在《速度与激情2》中出镜的绿色三菱Evo，里程数仅有884英里(约1358公里)。目前该车已在eBay拍卖起价3.9995万美元(约合人民币24.6万元)。"
"380","#树元创业宝典#【“硅谷大神”伊隆·马斯克】伊隆·马斯克1995年创办公司Zip2，后3亿美元卖给康柏公司；1998年创立PayPal，后15亿卖给ebay；2002年创办航天公司SpaceX，成功发射史上第一艘私人公司飞船；2003年创办特斯拉，如今市值超过100亿美元；他还是5个儿子的父亲→http://t.cn/zQ0aQeh"
"381","【谷歌眼镜现身美国eBay 竞标价约合94800元】搜索巨头谷歌的硬件设备Google Glass能让你拍照片、录视频，并能查看信息。如果你想要一个，要不就成为它的开发者；要不就参加谷歌正在举办的一个活动，你得说明一下你会拿Glass做什么，然后加上“#ifihadglass”标签发在Google+或Twitter上。"
"382","【第三方支付将添外资新丁 eBay难成第一家】7月1日讯，内有商业银行，外有支付公司获牌在即，第三方支付公司将面临更多挑战。据接近监管层人士透露，央行将在“不久后公布获得支付业务许可证的外资公司，最快会在7月内”，但有望拔得头筹的应该不是近期备受关注的eBay。"
"383","【《速度与激情2》三菱Evo 24.6万元起拍】曾在《速度与激情2》中出镜的绿色三菱Evo，里程数仅有884英里(约1358公里)。目前该车已在eBay拍卖起价3.9995万美元(约合人民币24.6万元)。"
"384","。。。。。。//@来去之间: 尽管他的收入和乐高积木已经够他用一生的了，但Langenbach同学还不知足——他还在网上卖这些偷来的东西。他通过在ebay上出售乐高积木赚得了30000美元，而其账户TomsBrickyard的好评率也高达99.9%~~ //@李嵩波:也不说说如何失手的，我等岂敢盲目膜拜"
"385","【仅售￥503.63 印度eBay网站现身“Lumia 920”】在eBay网站上发现了仅售4450卢布（折 合人民币503.63）的“Lumia 920”。这款型号为Lamia Model R920在界面上也采用了WP系统的方块设计，但是你别指望能够实现动态磁贴功能。"
"386","ebay上魔声在清仓，铜涡轮不带麦$179，带麦$199。这个牌子不在我推荐范围内，不过这次价格不错，喜欢的自己去看http://t.cn/zQ0OLUw"
"387","【谷歌眼镜现身美国eBay 竞标价约合94800元】搜索巨头谷歌的硬件设备Google Glass能让你拍照片、录视频，并能查看信息。如果你想要一个，要不就成为它的开发者；要不就参加谷歌正在举办的一个活动，你得说明一下你会拿Glass做什么，然后加上“#ifihadglass”标签发在Google+或Twitter上。"
"388","很多人微信沃卡的营销举措不以为然，但本人对其看得很重，并将其定义为通信行业营销史上的一次大事件。沃达丰曾经与YouTube、Mysapce、Yahoo、Google、Ebay等互联网品牌合作，推广其3G业务，3G的市场推广上，品牌联合是很重要且很有效的手段，这一天迟迟没开始，直到微信沃。"
"389","#随手拍#这个都能点错.....看来Ebay确实没有淘宝好，连“七天无理由退货”的功能都木有....."
"390","【以假乱真 850i改装法拉利Enzo？】当我在ebay看到这个我就震惊了，刚开始还以为是在卖Enzo，仔细一看，5升宝马V12发动机，6速手动变速箱，400匹马力输出，外观方面已经可以和原厂匹敌，真正的高手在民间啊"
"391","【“硅谷大神”伊隆·马斯克】1995年，创办公司Zip2，后3亿美元卖给康柏公司；1998年创立PayPal，后15亿卖给ebay；2002年创办航天公司SpaceX，成功发射史上第一艘私人公司飞船；2003年创办特斯拉，如今市值超过100亿美元；他还是5个儿子的父亲(分别是一对双胞胎和三个三胞胎)→http://t.cn/zQ0aQeh"
"392","【“硅谷大神”伊隆·马斯克】1995年，创办公司Zip2，后3亿美元卖给康柏公司；1998年创立PayPal，后15亿卖给ebay；2002年创办航天公司SpaceX，成功发射史上第一艘私人公司飞船；2003年创办特斯拉，如今市值超过100亿美元；他还是5个儿子的父亲(分别是一对双胞胎和三个三胞胎)→http://t.cn/zQ0aQeh"
"393","用Google图片搜索了下几大网站（facebook Pk QQ，ebay PK 淘宝，amazon China PK 京东），搜索结果至少可以对UI设计启发是一方面。。。"
"394","想在ebay上买个东西还办银行卡，，都这个时代了哪门还这么麻烦！简直是，，"
"395","【5大咸鱼翻身的高科技公司】<U+2776>苹果：乔布斯重新掌权，毙掉苟延残喘的产品，促进和推动公司进行创新，把公司变成了一台赚钱机器；<U+2777>IBM：2005年将个人电脑业务剥离出售；<U+2778>惠普：削减成本；<U+2779>Priceline：重点放在酒店预订上，在海外进行拓展；<U+277A>eBay：移动支付服务PayPal 。"
"396","//@RaspberryMonster: //@来去之间: 尽管他的收入和乐高积木已经够他用一生的了，但Langenbach同学还不知足——他还在网上卖这些偷来的东西。他通过在ebay上出售乐高积木赚得了30000美元，而其账户TomsBrickyard的好评率也高达99.9%~~ //@李嵩波:也不说说如何失手的，我等岂敢盲目膜拜"
"397","额滴神呀ebay上卖水泳社的公式本要50刀〒▽〒 好贵啊买不起...等开学了谁谁去了庆应就可以用人肉搬运工了@同月同日翔桑31岁我21岁的狐狸 你懂的=3="
